Date,Category,Description,Dialogue,Place
2019/01/26,声かけ,「トイレどこ？　男用か女用か、一緒に来て」,男児に声をかけた。,愛知県名古屋市中川区北江町
2019/01/26,声かけ,「マスクをもう１枚持っていませんか？　今着けているマスクでもいいです」,自転車に乗り、女子生徒に声をかけた。,愛知県名古屋市千種区高見
2019/01/26,暴行,「京都駅教えて」「ここ座って」「３分だけ一緒にいて」「お小遣いあげる」,階段に座っていたが、帰宅途中の女児に声をかけ、手を握った。,京都府京都市伏見区久我森の宮町
2019/01/26,声かけ,「お菓子あげる」,女児に声をかけた。,熊本県菊陽町津久礼
2019/01/26,卑わいな声かけ,「ちょっと、これ見て」,通行中の女児に声をかけ、卑わいな画像を見せた。,埼玉県吉見町東野
2019/01/26,撮影,「ありがとう」,通行中の児童らをスマートフォンで撮影し、声をかけた。,兵庫県神戸市北区鈴蘭台北町
2019/01/26,声かけ,「何年生ね」「一緒にアイス食べようか」,下校途中の女児らに声をかけた。,熊本県益城町古閑
2019/01/26,つきまとい,「靴下はいてるね」,帰宅途中の女子学生に声をかけ、後をつけ、握手を求めた。,大阪府高槻市塚原
2019/01/26,暴言,「死ね中坊」「こんにちは、じゃねー」「馬鹿野郎」,自転車に乗り、男子生徒の道を塞ぎ、睨み、暴言を吐いた。,東京都葛飾区青戸
2019/01/26,声かけ,「何しているんですか」,下校途中の女児に声をかけた。,大阪府大阪市平野区加美北
2019/01/26,声かけ,「マスクちょうだい」,女子生徒に声をかけた。,愛知県名古屋市千種区北千種
2019/01/26,声かけ,「車に乗る？」,下校途中の児童に声をかけた。,富山県砺波市東石丸
2019/01/26,声かけ,「車に乗る？」,下校途中の児童に声をかけた。,富山県砺波市山王町
2019/01/26,声かけ,「ゲームしない？」,女児に声をかけた。,愛知県東海市富木島町
2019/01/26,声かけ,「来いちゃ」,登校途中の男子生徒に声をかけた。,福岡県福智町金田
2019/01/26,下半身露出,「こんにちは」,下半身を出して自転車にまたがり、登校途中の女子生徒に手を振り、声をかけた。,京都府八幡市男山笹谷
2019/01/26,声かけ,「僕の家に遊びに来なよ」,下校途中の女児に声をかけた。,東京都東大和市芋窪
2019/01/26,声かけ,「みんなで分けて」,買い物中の女児らに５０円玉を差し出し、声をかけた。,茨城県神栖市波崎
2019/01/26,声かけ,「今日は何時間？　何年何組？」,信号待ちの女児の肩を、丸めた新聞紙で軽く叩き、声をかけた。,大阪府茨木市元町
2019/01/26,声かけ,「ちょっとこっち来なよ」,女児に声をかけた。,愛知県日進市香久山
2019/01/26,声かけ,「３万円で遊ばないか」,会話中の女子生徒に近づき、声をかけた。,高知県高知市帯屋町
2019/01/26,声かけ,「習ったところを何回も読んだら成績がよくなるよ」「耳をふさいで言葉を言ったら、頭にも残るからいいよ」,男児に声をかけた。,大阪府大阪市鶴見区鶴見
2019/01/26,声かけ,「１万円あげるから遊びに行こう」,帰宅途中の１０代女性に声をかけた。,広島県広島市中区住吉町
2019/01/26,声かけ,「ねえねえ」「学校行かんでええけぇ、遊ぼうや」,登校途中の女子生徒らに声をかけた。,広島県広島市安佐南区川内
2019/01/26,つきまとい,「おーい」,通行中の女児らに声をかけ、後をつけた。,広島県広島市東区牛田新町
2019/01/26,下半身露出,「郵便局教えて」,軽トラックの中で下半身を出し、下校途中の女子生徒に声をかけ、振り向かせた。,和歌山県橋本市原田
2019/01/26,声かけ,「アメあげる」,自転車に乗り、下校途中の女児に声をかけた。,宮城県仙台市泉区友愛町
2019/01/25,卑わいな電話,「近くで盗撮犯を捕まえました」「盗撮映像を確認したが、モザイクがかかっていてよく分からなかった」「声を照合させたいので、卑わいなことを言って欲しい」,警察官を名乗り、卑わいな電話をかけた。,熊本県*高森警察署管内
2019/01/25,声かけ,「こんにちは」「こっちおいで」,遊んでいた女児に声をかけた。,東京都中野区上鷺宮
2019/01/25,痴漢,「汚れているよ」,帰宅途中の女子生徒に道を尋ね、案内を受けた後、声をかけ、体を触り、スマートフォンを向けた。,神奈川県横浜市磯子区磯子
2019/01/25,声かけ,「学校どこ？」,車の中から、下校途中の男児に声をかけた。,静岡県静岡市清水区能島
2019/01/25,つきまとい,「お菓子あげるから家においで」,帰宅途中の男児に後ろから近づき、声をかけ、追いかけた。,新潟県新潟市東区中野山
2019/01/25,声かけ,「どこに行くの？　お金あげるよ」,女児に声をかけた。,栃木県鹿沼市府所町
2019/01/25,声かけ,「車に乗るか？」,車の中から、女児２人に声をかけた。,沖縄県宜野座村惣慶
2019/01/25,暴行,「ねぇ」,通行中の男児に声をかけ、腕を掴んだ。,広島県尾道市山波町
2019/01/25,声かけ,「いま何歳なの？　中学生？」,帰宅途中の女児に声をかけた。,栃木県宇都宮市中今泉
2019/01/25,盗撮,「顔を撮るためだよ」,児童数人を撮影し、問われ、返答した。,宮城県大崎市古川二ノ構
2019/01/25,痴漢,「触ってごめんね」,女子生徒の体を触り、抱きつき、声をかけた。,静岡県焼津市小柳津
2019/01/25,つきまとい,「コラ」,女性を怒鳴り、追いかけた。,福岡県北九州市八幡西区瀬板
2019/01/25,暴行,「こんにちは」,帰宅途中の男児に挨拶し、挨拶を返された後、手を握った。,静岡県浜松市東区中郡町
2019/01/25,つきまとい,「おい」,通行中の女子生徒らに声をかけ、つきまとった。,兵庫県尼崎市大庄北
2019/01/25,下半身露出,「こんばんは」,女児らに声をかけ、下半身を見せた。,大阪府枚方市東山
2019/01/25,声かけ,「遊ぼうよ」,車の中から、通行中の児童に声をかけた。,埼玉県熊谷市美土里町
2019/01/25,声かけ,「〇〇って知っている？」「ラインやっている？」,自転車に乗り、女子生徒に声をかけた。,埼玉県熊谷市中西
2019/01/25,衣服のぞき,「めんこいね」,下校途中の児童に声をかけ、児童の顔を覆っていたネックウォーマーをめくった。,北海道名寄市徳田
2019/01/25,声かけ,「こっちおいで」,下校途中の女児に声をかけた。,愛知県津島市南門前町
2019/01/25,不審な言動,「うー、あー」,奇声を発し、女子生徒とすれ違った。,岐阜県大垣市笠木町
2019/01/25,暴行,「ウィー」,児童とすれ違う際に、言葉を発し、頭を押さえつけた。,大阪府大阪市西成区山王
2019/01/24,声かけ,「車に乗っていくか？　早く乗るぞ」,帰宅途中の児童に声をかけた。,大阪府大阪市東成区大今里南
2019/01/24,声かけ,「足きれいだね、靴下短いね」,車の中から、通行中の女子生徒４人に声をかけた。,愛媛県松山市来住町
2019/01/24,声かけ,「名前何ていうの？　小学校は？　何年生？」,下校途中の児童１１人のうちの一人に声をかけた。,奈良県橿原市川西町
2019/01/24,路上強盗,「財布を出せ」,通行中の２０代女性の口を後ろから塞ぎ、脇道に引き込み、脅し、顔を殴り、バッグを奪った。,千葉県千葉市中央区宮崎町
2019/01/24,不審な言動,「すいません、僕の物大きいですか？」,股間を触りながら、帰宅途中の女性に声をかけた。,山口県山陽小野田市鴨庄
2019/01/24,犯行予告,「２３日午後３時３４分までに身代金を支払わなければ、爆発行為で市を壊滅させる」,五泉市のウェブサイトに、犯行予告の書き込みをおこなった。,新潟県五泉市
2019/01/24,菓子譲渡,「野球しいや」,車の中から、下校途中の女児に声をかけ、塩分補給用タブレットを渡した。,奈良県大和郡山市小泉町
2019/01/24,声かけ,「お菓子買ってあげるからこっちにおいで」,通行中の男児に声をかけた。,福岡県福岡市南区高宮
2019/01/24,暴言,「邪魔やろうが、クソが」,自転車に乗り、女児とぶつかりそうになり、暴言を吐いた。,愛媛県松山市水泥町
2019/01/24,声かけ,「車の後ろに乗りなよ」「送っていくよ」,女子生徒に声をかけた。,茨城県鉾田市新鉾田
2019/01/24,つきまとい,「乗って」,バイクに乗り、信号待ちの小１男児に声をかけ、後をつけた。,岐阜県可児市川合
2019/01/24,撮影,「君、何歳？」,バイクに乗り、男児をタブレット端末のような物で撮影し、声をかけた。,岡山県倉敷市沖
2019/01/24,声かけ,「学校とか住んでるとこ教えて」,通行中の女児に声をかけた。,兵庫県宝塚市売布きよしガ丘
2019/01/24,声かけ,「こんにちは、握手してくれる？」,自転車に乗り、帰宅途中の女子生徒に声をかけた。,京都府宇治市小倉町
2019/01/24,下半身露出,「ほら見て」,下半身を出し、帰宅途中の女子生徒に声をかけた。,京都府舞鶴市竜宮町
2019/01/23,声かけ,「邪魔なんだよ」,遊んでいた男子生徒に声をかけた。,東京都荒川区南千住
2019/01/23,声かけ,「君どこの学校行ってるの？」,下校途中の女児に声をかけた。,東京都中野区弥生町
2019/01/23,不審な言動,「なあ、これで殴られたら痛いと思う？」「高校どこ？」,缶を持ち、女子生徒に声をかけ、女子生徒の眼鏡を外し、返した。,兵庫県姫路市青山北
2019/01/23,声かけ,「お年玉あげるからおいで」,帰宅途中の児童に声をかけた。,大阪府大阪市中央区安堂寺町
2019/01/23,声かけ,「いま時間ある？」,女性用下着を持ち、帰宅途中の女性に声をかけた。,愛知県尾張旭市*新居町
2019/01/23,衣服脱がし,「男の子か？」,男児に声をかけ、服をめくり、警察から警告を受けた。,沖縄県うるま市勝連平敷屋
2019/01/23,カバン掴み,「こらっ、とまれ」,下校途中の男児に声をかけ、ランドセルを掴んだ。,大阪府吹田市山田西
2019/01/23,痴漢,「スカートめくれてるよ」,帰宅途中の女子生徒に声をかけ、尻から足にかけて触った。,愛知県名古屋市天白区井口
2019/01/23,不審な言動,「びびっとんか」,叫んでいるのが目撃された。,兵庫県姫路市青山北
2019/01/23,声かけ,「事故があったから乗って来て、ゲームを買ってあげるよ」,車の中から、下校途中の男児に声をかけた。,福岡県みやま市高田町下楠田
2019/01/23,声かけ,「かわいいね」,自転車に乗り、男児に声をかけた。,広島県広島市中区袋町
2019/01/23,声かけ,「ちょっと付き合ってよ」,帰宅途中の３０代女性に声をかけた。,広島県広島市西区己斐本町
2019/01/23,声かけ,「ラインを交換してくれ」,帰宅中の女性にしつこく声をかけた。,岐阜県岐阜市東明見町
2019/01/23,声かけ,「君の名前は？」,登校途中の女児に声をかけた。,大阪府岸和田市尾生町
2019/01/23,声かけ,「しゃべらへんか？　急いでるんか？」,帰宅途中の女子生徒に声をかけた。,奈良県香芝市上中
2019/01/23,声かけ,「道を教えてください、スマイルハウスに行きたい、トイレ貸してください」「（ズボンの）ひもがきつくて取れない、取ってください、はき替えさせてください」,自宅で洗車中の女性に声をかけた。,奈良県橿原市土橋町
2019/01/23,声かけ,「ジュース買ったるから、ついておいで」,帰宅途中の女児に声をかけた。,大阪府四條畷市雁屋北町
2019/01/23,声かけ,「ラインをしていますか」「これから用事がありますか」,下校途中の女子生徒に声をかけた。,島根県松江市鹿島町恵曇
2019/01/23,刃物所持,「なんや」,車に乗り、下校途中の女子生徒につきまとい、果物ナイフのような物を見せ、怒鳴った。,広島県広島市佐伯区美の里
2019/01/23,声かけ,「道を案内して欲しいからこっちに来て」,帰宅途中の男児を呼び止め、声をかけた。,神奈川県横浜市磯子区洋光台
2019/01/23,声かけ,「乗って行かないか」,車の中から、目出し帽姿で、男児に声をかけた。,埼玉県入間市東藤沢
2019/01/23,声かけ,「何歳？　握手しようよ」,バイクに乗り、女児に声をかけた。,埼玉県朝霞市宮戸
2019/01/23,声かけ,「おうちどこですか」,帰宅途中の女児に走って近づき、声をかけた。,東京都東村山市青葉町
2019/01/23,つきまとい,「部屋の番号を教えて」,女児と一緒にエレベーターに乗り、声をかけ、エレベーターを出てからつきまとった。,岐阜県北方町北方
2019/01/23,声かけ,「君のお母さんがこっちにいるから、ちょっとおいで」,自転車に乗り、登校途中の女児に声をかけた。,静岡県富士市横割本町
2019/01/23,声かけ,「タバコ持ってないか？」,帰宅途中の男子生徒に声をかけた。,静岡県御殿場市二枚橋
2019/01/23,下半身露出,「見てもらっていいですか」,下半身を出し、物陰から飛び出し、通行中の女子生徒に声をかけた。,京都府綾部市岡町
2019/01/23,声かけ,「こっちにおいで」,ベンチに座っていたが、通行中の男児に声をかけた。,埼玉県上尾市瓦葺
2019/01/22,声かけ,「姉ちゃん姉ちゃん、ランドセルが開いてるよ」,下校途中の女児に声をかけた。,広島県尾道市因島田熊町
2019/01/22,声かけ,「一人で何してるの」,通行中の女性に声をかけた。,大阪府四条畷市南野
2019/01/22,声かけ,「一緒にどこか行かない？」,車の中から、通行中の男児に声をかけた。,埼玉県さいたま市南区鹿手袋
2019/01/22,声かけ,「何年生？　大きいね」「これ使うでしょ？」,緑色の棒状の物を女児に見せ、声をかけた。,東京都品川区南品川
2019/01/22,声かけ,「お金欲しい？　そこで買おうか？」,女児に声をかけた。,福岡県糸島市二丈吉井
2019/01/22,声かけ,「地図に載っていないんやけど、家はどこなん」,登校途中の女児に名前で呼びかけ、声をかけた。,兵庫県姫路市飾磨区下野田
2019/01/22,暴行,「ドライブに行こう」,女子生徒に声をかけ、手を握った。,沖縄県名護市宮里
2019/01/22,声かけ,「わっ」,下校途中の女児に声をかけた。,東京都八王子市楢原町
2019/01/22,声かけ,「アメいる？」,児童の肩に手を乗せ、声をかけた。,大阪府堺市堺区大仙町
2019/01/22,つきまとい,「何だお前」,男児から挨拶され、返答し、追いかけた。,神奈川県横浜市中区本牧元町
2019/01/22,暴言,「殺すぞ、ボケ」,歩きながら、叫んだ。,兵庫県宝塚市小浜
2019/01/22,声かけ,「ユーチューブの動画を撮影するので協力して欲しい」,通行中の女児に声をかけた。,兵庫県宝塚市安倉西
2019/01/22,声かけ,「お菓子買ってあげるよ」,自転車に乗っていた男児に、車の中から声をかけた。,埼玉県加須市久下
2019/01/22,粗暴行為,「ついて来て」,男児に声をかけ、泥や木の実を投げつけた。,沖縄県名護市豊原
2019/01/22,声かけ,「ラインを教えて」,下校途中の女子生徒に声をかけた。,広島県広島市南区西蟹屋
2019/01/22,声かけ,「ちょっと」,車の中から、下校途中の男児に手招きし、声をかけた。,熊本県八代市東陽町北
2019/01/22,不審な接触,「小学校はどこ？」「家はどこ？」,下校途中の男児に声をかけ、頭を撫でた。,熊本県八代市松崎町
2019/01/22,暴行,「ねぇねぇ、閻魔大王様って白いよね」,自転車に乗り、男子生徒に声をかけ、手を握った。,岐阜県山県市東深瀬
2019/01/22,暴言,「ふざけんなよ、こら」,駐車場に立っていたが、男児３人から視線を向けられ、怒鳴った。,愛媛県愛南町御荘平城
2019/01/22,誘拐,「お菓子をあげるから、家においで」,女児に声をかけ、家に誘い込み、逮捕された。,福岡県豊前市
2019/01/21,下着要求,「小遣いいる？　下着売って」,通行中の女子生徒に声をかけ、下着を売るよう求めた。,三重県津市久居新町
2019/01/21,声かけ,「どこの小学校？　名前は？　クラスは？」,児童に声をかけた。,長野県小諸市新町
2019/01/21,不審な行動,「うわ」,下校途中の女子生徒とすれ違う際に、声を出し、棒を振り上げ、驚かせた。,広島県広島市佐伯区坪井
2019/01/21,声かけ,「〇〇ちゃんおいで」,車の中から、通行中の男児に声をかけた。,埼玉県東松山市松山
2019/01/21,声かけ,「いつもこの時間に来るの？」「どこに住んでいるの？」,通行中の女性に声をかけた。,兵庫県神戸市中央区北本町通
2019/01/21,つきまとい,「あげる」「怪しくないよ」,登校途中の児童に声をかけ、２百円を渡そうとし、後をつけた。,大阪府岸和田市春木中町
2019/01/21,声かけ,「何時間目まであるの？」,登校途中の女児らに声をかけた。,大阪府高槻市城南町
2019/01/21,声かけ,「ごめんね」,通行中の女子生徒に後ろから声をかけた。,兵庫県宝塚市武庫山
2019/01/21,強盗,「金を出せ」,コンビニエンスストアを訪れ、店員に刃物を突きつけ、脅し、百円相当の飲料品１つを奪った。,埼玉県加須市花崎
2019/01/21,暴行,「ちょっと彼女、時間ないかな？」「ご飯でも行かへん？　カラオケ行かへん？」,通行中の女子生徒に声をかけ、手を掴もうとした。,兵庫県神戸市西区伊川谷町有瀬
2019/01/21,声かけ,「何してるの？」,遊んでいた女子生徒に声をかけた。,東京都目黒区青葉台
2019/01/21,撮影,「写真撮ってあげようか？」,通行中の女児に声をかけ、撮影した。,埼玉県東松山市六反町
2019/01/21,恐喝,「ぼけ」「金貸せ」,女児に暴言を吐き、金銭の貸借を求めた。,大阪府大阪市住之江区浜口東
2019/01/21,下半身露出,「ちょっと見てもらってもいいですか」,下半身を出し、女性に声をかけた。,群馬県前橋市三河町
2019/01/21,強制わいせつ,「君かわいいね」,帰宅途中の女性に声をかけ、肩を掴み、尻を触った。,愛知県名古屋市守山区小幡北
2019/01/21,声かけ,「学校はどこ？　名前は？　お母さんの車の色は？　,下校途中の女児に声をかけた。,広島県三原市城町
2019/01/21,声かけ,「何歳？　ちょっと公園で話そうよ」,自転車に乗っていた女性に道を尋ね、さらに声をかけた。,大阪府枚方市走谷
2019/01/20,声かけ,「佐世保工業はどこ？　近くに来て教えて」,車の中から、女子生徒に声をかけた。,長崎県佐世保市大野町
2019/01/20,声かけ,「何年生や、どこの中学行くんや」,児童に声をかけた。,大阪府大阪市西成区玉出中
2019/01/20,声かけ,「いつも何時ごろ帰るの？」,下校途中の男児に声をかけた。,静岡県静岡市葵区駒形通
2019/01/20,声かけ,「私の車に乗っていく？」,車の中から、下校途中の男子生徒に声をかけた。,静岡県浜松市東区積志町
2019/01/20,声かけ,「ティックトック見るね」,下校途中の女子生徒３人に声をかけた。,長崎県長崎市新戸町
2019/01/20,声かけ,「トイレ貸してください」,下校途中の女児に声をかけた。,東京都足立区青井
2019/01/20,不審な訪問,「アメちゃんあげるよ、家の中をパトロールするから開けて」,住宅を訪れ、児童に声をかけた。,埼玉県さいたま市西区西遊馬
2019/01/20,撮影,「こっちこっち、こっち向いて」,帰宅途中の男児らに声をかけ、スマートフォンを向けた。,大阪府堺市堺区南瓦町
2019/01/20,声かけ,「お母さんいてる？」,児童に声をかけた。,大阪府守口市佐太中町
2019/01/20,物品譲渡,「映画は好きですか？　子役とかやってるの？」,待ち合わせ中の女児に声をかけ、ＤＶＤを渡した。,兵庫県尼崎市南塚口町
2019/01/20,声かけ,「飲むか？」,酒に酔った様子で、帰宅途中の女児に声をかけた。,福岡県北九州市戸畑区中原西
2019/01/20,卑わいな声かけ,「何年生？」「小さい方だね」「家はどこ？」,登校途中の児童に声をかけた。,福岡県筑紫野市美しが丘北
2019/01/20,声かけ,「お菓子買ってあげるから後ろに乗って」,自転車に乗り、男児に声をかけた。,福岡県福岡市南区清水
2019/01/20,声かけ,「家まで送っていくよ」,車の中から、児童に声をかけた。,長野県長野市下駒沢
2019/01/19,卑わいな声かけ,「下半身を触って」,下校途中の女児に声をかけ、卑わいなことを言った。,大阪府堺市南区槇塚台
2019/01/19,下半身露出,「こんにちは」,遊んでいた女児らに声をかけ、下半身を見せた。,神奈川県川崎市麻生区向原
2019/01/19,露出要求,「５千円でどう？　パンツ見せて」,女子生徒に声をかけ、下着を見せるよう求めた。,神奈川県小田原市堀之内
2019/01/19,痴漢,「ちょっと来てよ」,通行中の女児に声をかけ、男性の体を触らせた。,神奈川県横浜市神奈川区神大寺
2019/01/19,声かけ,「一緒に遊ぼう」,車の中から、下校途中の児童に声をかけた。,埼玉県熊谷市石原
2019/01/19,声かけ,「ジュース買いますか？」「俺、何歳に見える？」「俺に気づいてた？」「電話番号聞いてもいい？」,陸前落合駅のホームと、同駅から国見駅間を走行中の列車内で、下校途中の女子生徒に声をかけ、つきまとった。,宮城県
2019/01/19,声かけ,「いい自転車持っているな」,自転車を押し歩いていた男児に声をかけ、質問を繰り返した。,三重県伊勢市曽祢
2019/01/19,卑わいな声かけ,「カードを落としませんでしたか」「エッチなことをしませんか」,女性に声をかけ、卑わいなことを言った。,三重県津市白山町川口
2019/01/19,声かけ,「かわいいね」「また会おうね」,遊んでいた女児２人に声をかけた。,茨城県結城市結城
2019/01/19,声かけ,「友達と待ち合わせしているの？　この辺の人？」,車の中から、通行中の女子生徒に声をかけた。,岡山県岡山市東区東平島
2019/01/18,卑わいな声かけ,「パンツの色は何色？」,遊んでいた女児に声をかけ、卑わいなことを言った。,沖縄県豊見城市真玉橋
2019/01/18,声かけ,「家はここか」「君、何年生？」,女児に声をかけた。,大阪府東大阪市瓜生堂
2019/01/18,声かけ,「お嬢ちゃん、物、買ってあげるで」,下校途中の女児に後ろから近づき、声をかけた。,京都府向日市物集女町
2019/01/18,つきまとい,「名前を教えてください」,自転車に乗り、下校途中の女児に声をかけ、つきまとった。,高知県高知市南万々
2019/01/18,声かけ,「家遠いの？」,車の中から、帰宅途中の女性に声をかけた。,福岡県直方市頓野
2019/01/18,声かけ,「家遠いの？」,車の中から、帰宅途中の女性に声をかけた。,福岡県直方市頓野
2019/01/18,声かけ,「いつも一人やな」,帰宅途中の女児に声をかけた。,大阪府大阪市旭区赤川
2019/01/18,声かけ,「何部なの？　気をつけて」,女子生徒に声をかけた。,東京都練馬区大泉学園町
2019/01/18,声かけ,「何年生？　何か買ってあげる」,児童に声をかけた。,大阪府守口市佐太中町
2019/01/18,撮影,「ちょっと靴買ってよ」,自転車に乗り、帰宅途中の女子生徒にスマートフォンを向け、声をかけた。,愛知県名古屋市中川区八熊
2019/01/18,声かけ,「どっちに行くん」,車の中から、下校途中の女児に声をかけた。,京都府京都市右京区梅津北川町
2019/01/18,声かけ,「剣道やってるの？」,通行中の女子生徒と並進し、声をかけた。,大阪府枚方市牧野本町
2019/01/18,声かけ,「車に乗らない？」「ごはん食べに行こうよ」,車に乗り、女子生徒の後をつけ、声をかけた。,東京都杉並区善福寺
2019/01/18,声かけ,「お菓子あげるよ」「名前を教えて」,車の中から、小１男児に声をかけた。,熊本県菊陽町津久礼
2019/01/18,声かけ,「ゲームセンター行こう」,女児の肩に手を置き、声をかけた。,大阪府堺市堺区宿屋町西
2019/01/18,声かけ,「家送ったろか」,自転車に乗り、女子生徒に声をかけた。,兵庫県姫路市相野
2019/01/18,声かけ,「家はどこ？」,帰宅途中の女子生徒に声をかけた。,愛知県瀬戸市福元町
2019/01/18,声かけ,「これ何かわかる？」,筒状の物を女児に見せ、声をかけた。,東京都品川区南品川
2019/01/18,声かけ,「面白いおもちゃがあるよ」,女児の前を歩いていたが、振り返り、女児に声をかけた。,宮城県亘理町旧館
2019/01/18,声かけ,「お嬢ちゃんかわいいなぁ、何年生や」,帰宅途中の女児と保護者に声をかけた。,滋賀県彦根市立花町
2019/01/17,声かけ,「お金をあげるから」,通行中の女子生徒に声をかけた。,千葉県白井市大山口
2019/01/17,暴行,「送ってやるから車に乗りな」,車を降り、帰宅途中の女児に声をかけ、腕を掴んだ。,福岡県糸田町
2019/01/17,声かけ,「おい、小僧」,下校途中の男児２人に声をかけ、近づこうとした。,奈良県安堵町西安堵
2019/01/17,声かけ,「足疲れとるやろう、車乗っていかん？」,車に乗り、下校途中の男児に後ろから近づき、クラクションを鳴らし、声をかけた。,富山県南砺市福野
2019/01/17,声かけ,「〇〇君、どこに住んどん？」,路上に座っていたが、男児が通り過ぎる際に、カバンに書かれた名前を確認し、声をかけた。,愛媛県四国中央市上分町
2019/01/17,声かけ,「タイツワールドです」「タイツのデニールを教えてください」,通行中の女性に声をかけた。,大阪府大阪市西淀川区千舟
2019/01/17,声かけ,「友達になって」,自転車に乗っていた女子生徒に声をかけた。,香川県さぬき市造田是弘
2019/01/17,声かけ,「焼き鳥をたくさん買ってやるから、ついておいで」,登校途中の男児に焼き鳥店の場所を尋ね、さらに声をかけた。,静岡県富士市久沢
2019/01/17,声かけ,「車に乗っていかないか」,車を降り、下校途中の児童らに声をかけた。,静岡県御殿場市中畑
2019/01/17,声かけ,「お小遣いいる？　何歳？」,帰宅途中の１０代女性に声をかけた。,広島県福山市箕島町
2019/01/17,声かけ,「かわいいね，ついておいで」,帰宅途中の女児に声をかけた。,広島県広島市東区中山上
2019/01/17,つきまとい,「こんにちは」,通行中の女児に声をかけ、つきまとった。,福岡県宇美町貴船
2019/01/17,卑わいな声かけ,「何カップですか」,車の中から、帰宅途中の女性に卑わいなことを言った。,長崎県長崎市本尾町
2019/01/17,つきまとい,「おーい」,通行中の女性に声をかけ、後をつけ、警察から警告を受けた。,沖縄県読谷村瀬名波
2019/01/17,スカートめくり,「こっちの方に交番はありますか」,下校途中の女子生徒に声をかけ、スカートをめくった。,神奈川県横浜市中区本牧緑ケ丘
2019/01/17,声かけ,「こんにちは、君は中学生？」,下校途中の女子生徒に前から近づき、声をかけた。,奈良県奈良市西登美ケ丘
2019/01/17,つきまとい,「〇〇はどこですか？」,自転車に乗り、女児に声をかけ、追いかけた。,三重県鈴鹿市白子町
2019/01/16,強盗,「金を出せ」,コンビニエンスストアを訪れ、店員にはさみを突きつけ、脅し、殴り、タバコ１箱を奪い、逃走したが、約５時間後に警察によって逮捕された。,岐阜県土岐市土岐津町土岐口
2019/01/16,痴漢,「気をつけて帰ってね」,軽トラックを降り、自転車を押していた女児に声をかけ、太ももを触った。,宮城県石巻市小船越
2019/01/16,露出要求,「パンツ見せてくれへん？」,女児に声をかけ、下着を見せるよう求めた。,大阪府大阪市生野区巽東
2019/01/16,声かけ,「あけましておめでとうございます」「アメあげるよ」,帰宅途中の女児らに声をかけ、手招きし、声をかけた。,新潟県長岡市大手通
2019/01/16,声かけ,「どこに行くの？　乗せてあげる」,車を止め、下校途中の児童に声をかけた。,愛知県西尾市米津町
2019/01/16,卑わいな声かけ,「謝礼を払うから、下半身を見てくれ」,自転車に乗っていた女性に声をかけ、インタビューと称してしつこく質問した後、卑わいなことを言った。,大阪府茨木市園田町
2019/01/16,声かけ,「アメをあげるからこっちにおいで」,帰宅途中の女児に声をかけた。,神奈川県川崎市川崎区池上新町
2019/01/16,声かけ,「どこの小学校？　道はどうやって行くの？」,下校途中の女児に近づき、声をかけた。,静岡県浜松市中区佐鳴台
2019/01/16,声かけ,「一緒に遊ばない？」,遊んでいた幼児に声をかけた。,山形県山形市上椹沢
2019/01/16,声かけ,「君、かわいいね」,女子生徒に声をかけた。,埼玉県春日部市上蛭田
2019/01/16,声かけ,「クーポンいる？」「何年生？」,帰宅途中の女子生徒に声をかけ、立ち去られ、走って追いかけ、さらに声をかけ、握手を求めた。,京都府京都市山科区安朱中小路町
2019/01/16,暴言,「何見とんじゃ」,自転車同士ですれ違う際に、相手の男子生徒を大声で怒鳴った。,兵庫県姫路市保城
2019/01/16,強盗,「お金、お金」,コンビニエンスストアを訪れ、店員に包丁を突きつけ、脅し、現金約１０万円を奪った。,岡山県岡山市北区御津矢原
2019/01/16,声かけ,「いま暇？」,通行中の女児に声をかけた。,埼玉県深谷市萱場
2019/01/16,卑わいな声かけ,「ここ舐めて」,通行中の女子生徒に後ろから近づき、自分の股間を触り、卑わいなことを言った。,大阪府大阪市西淀川区姫里
2019/01/16,声かけ,「どこに住んでいるの？　一軒家？」,下校途中の女児らに声をかけた。,広島県三原市城町
2019/01/16,暴行,「君、何歳？」,下校途中の男児に声をかけ、腕を掴もうとした。,広島県廿日市市上平良
2019/01/16,不審な言動,「女子高生うぇーい」,自転車に乗り、大声を出した。,兵庫県西宮市高座町
2019/01/16,声かけ,「コンビニでお菓子買ってあげようか」,下校途中の男児を走って追いかけ、腕を掴み、声をかけた。,熊本県益城町惣領
2019/01/16,声かけ,「お姉ちゃんちょっと待って、おうちにおいでよ」,女児に声をかけた。,大阪府高槻市真上町
2019/01/16,暴行,「何ジロジロ見とんねん」,男子生徒に近づき、声をかけ、平手で頰を叩いた。,兵庫県明石市*東部
2019/01/16,声かけ,「コンビニはどこにあるかね？　乗せて帰ってあげようか」,車の中から、女児に声をかけた。,島根県益田市西平原町
2019/01/16,声かけ,「どこ行くの」「どこに行っていたの」,自転車に乗っていた女児らに声をかけた。,宮城県仙台市宮城野区岩切
2019/01/16,撮影,「逃げないで」,通行中の女児にカメラを向け、声をかけた。,広島県広島市安佐南区大町東
2019/01/16,恐喝,「持っているお金を全部出せ、トレーディングカードと交換だ」,自転車に乗っていた児童と体が接触し、怒り、所持金の全部を求め、差し出された２百円を受け取り、カードを渡した。,神奈川県鎌倉市大船
